step,agent_id,input_tokens,output_tokens,total_errors,connection_errors,openai_errors,timeout_errors,other_errors
22,15,319,80,0,0,0,0,0
23,4,1969,135,0,0,0,0,0
23,2,312,34,0,0,0,0,0
23,1,308,64,0,0,0,0,0
23,5,309,32,0,0,0,0,0
23,3,315,41,0,0,0,0,0
23,10,310,35,0,0,0,0,0
23,9,309,39,0,0,0,0,0
23,12,313,47,0,0,0,0,0
23,14,311,44,0,0,0,0,0
23,11,308,52,0,0,0,0,0
23,8,310,54,0,0,0,0,0
23,20,314,46,0,0,0,0,0
23,19,315,47,0,0,0,0,0
23,7,309,59,0,0,0,0,0
23,13,309,54,0,0,0,0,0
23,16,316,53,0,0,0,0,0
23,6,5166,749,0,0,0,0,0
23,17,312,57,0,0,0,0,0
23,18,314,65,0,0,0,0,0
23,15,319,70,0,0,0,0,0
24,4,1984,178,0,0,0,0,0
24,3,315,27,0,0,0,0,0
24,2,312,35,0,0,0,0,0
24,1,308,37,0,0,0,0,0
24,9,1968,124,0,0,0,0,0
24,6,1974,147,0,0,0,0,0
24,7,1975,140,0,0,0,0,0
24,8,310,29,0,0,0,0,0
24,10,310,34,0,0,0,0,0
24,5,309,67,0,0,0,0,0
24,11,308,49,0,0,0,0,0
24,18,314,40,0,0,0,0,0
24,12,313,51,0,0,0,0,0
24,13,309,61,0,0,0,0,0
24,15,319,69,0,0,0,0,0
24,16,316,64,0,0,0,0,0
24,20,314,57,0,0,0,0,0
24,14,311,64,0,0,0,0,0
24,19,315,59,0,0,0,0,0
24,17,312,66,0,0,0,0,0
25,6,2022,192,0,0,0,0,0
25,3,1741,150,0,0,0,0,0
25,5,1684,135,0,0,0,0,0
25,4,4892,703,0,0,0,0,0
25,11,308,33,0,0,0,0,0
25,12,313,41,0,0,0,0,0
25,1,308,50,0,0,0,0,0
25,10,310,53,0,0,0,0,0
25,13,309,55,0,0,0,0,0
25,14,311,50,0,0,0,0,0
25,16,1737,216,0,0,0,0,0
25,17,312,55,0,0,0,0,0
25,18,314,56,0,0,0,0,0
25,7,5007,805,0,0,0,0,0
25,15,319,59,0,0,0,0,0
25,8,310,72,0,0,0,0,0
25,2,312,69,0,0,0,0,0
25,20,314,63,0,0,0,0,0
25,9,5148,836,0,0,0,0,0
25,19,315,73,0,0,0,0,0
26,4,1967,116,0,0,0,0,0
26,2,1973,150,0,0,0,0,0
26,1,308,39,0,0,0,0,0
26,6,315,42,0,0,0,0,0
26,17,2004,185,0,0,0,0,0
26,12,1990,137,0,0,0,0,0
26,3,315,42,0,0,0,0,0
26,10,310,53,0,0,0,0,0
26,16,316,38,0,0,0,0,0
26,14,311,46,0,0,0,0,0
26,11,308,60,0,0,0,0,0
26,8,310,50,0,0,0,0,0
26,9,308,63,0,0,0,0,0
26,5,309,72,0,0,0,0,0
26,7,4967,675,0,0,0,0,0
26,18,314,44,0,0,0,0,0
26,13,309,70,0,0,0,0,0
26,20,314,54,0,0,0,0,0
26,19,315,52,0,0,0,0,0
26,15,319,48,0,0,0,0,0
27,4,1966,129,0,0,0,0,0
27,1,1704,145,0,0,0,0,0
27,11,1957,152,0,0,0,0,0
27,5,309,65,0,0,0,0,0
27,3,315,42,0,0,0,0,0
27,8,310,29,0,0,0,0,0
27,6,315,42,0,0,0,0,0
27,10,310,33,0,0,0,0,0
27,12,312,30,0,0,0,0,0
27,9,308,32,0,0,0,0,0
27,14,311,36,0,0,0,0,0
27,7,313,74,0,0,0,0,0
27,17,312,42,0,0,0,0,0
27,2,4943,795,0,0,0,0,0
27,19,315,43,0,0,0,0,0
27,13,309,47,0,0,0,0,0
27,18,314,50,0,0,0,0,0
27,15,319,50,0,0,0,0,0
27,20,314,66,0,0,0,0,0
27,16,316,83,0,0,0,0,0
28,4,2044,150,0,0,0,0,0
28,1,306,30,0,0,0,0,0
28,2,1982,142,0,0,0,0,0
28,6,2024,149,0,0,0,0,0
28,3,315,44,0,0,0,0,0
28,5,309,41,0,0,0,0,0
28,8,310,33,0,0,0,0,0
28,11,309,37,0,0,0,0,0
28,12,312,49,0,0,0,0,0
28,14,311,47,0,0,0,0,0
28,9,308,59,0,0,0,0,0
28,10,310,54,0,0,0,0,0
28,18,314,48,0,0,0,0,0
28,15,319,55,0,0,0,0,0
28,13,309,67,0,0,0,0,0
28,17,312,62,0,0,0,0,0
28,20,314,62,0,0,0,0,0
28,16,316,71,0,0,0,0,0
28,19,315,94,0,0,0,0,0
28,7,313,140,0,0,0,0,0
29,6,313,34,0,0,0,0,0
29,3,315,36,0,0,0,0,0
29,11,309,42,0,0,0,0,0
29,5,309,54,0,0,0,0,0
29,4,314,52,0,0,0,0,0
29,8,310,53,0,0,0,0,0
29,1,306,54,0,0,0,0,0
29,2,309,63,0,0,0,0,0
29,17,312,29,0,0,0,0,0
29,12,312,33,0,0,0,0,0
29,16,1749,182,0,0,0,0,0
29,14,311,44,0,0,0,0,0
29,7,313,73,0,0,0,0,0
29,10,310,44,0,0,0,0,0
29,18,1733,136,0,0,0,0,0
29,13,309,53,0,0,0,0,0
29,15,319,63,0,0,0,0,0
29,20,314,63,0,0,0,0,0
29,9,308,70,0,0,0,0,0
29,19,315,75,0,0,0,0,0
30,3,315,39,0,0,0,0,0
30,2,309,43,0,0,0,0,0
30,1,306,69,0,0,0,0,0
30,7,313,65,0,0,0,0,0
30,13,309,32,0,0,0,0,0
30,5,309,37,0,0,0,0,0
30,10,310,35,0,0,0,0,0
30,20,314,40,0,0,0,0,0
30,9,308,48,0,0,0,0,0
30,18,314,48,0,0,0,0,0
30,16,319,57,0,0,0,0,0
30,19,315,63,0,0,0,0,0
30,15,319,72,0,0,0,0,0
30,8,310,35,0,0,0,0,0
30,12,312,77,0,0,0,0,0
30,4,314,43,0,0,0,0,0
30,6,313,29,0,0,0,0,0
30,14,311,56,0,0,0,0,0
30,11,309,61,0,0,0,0,0
30,17,312,59,0,0,0,0,0
31,2,1953,140,0,0,0,0,0
31,14,1972,141,0,0,0,0,0
31,9,2038,162,0,0,0,0,0
31,1,306,33,0,0,0,0,0
31,5,309,42,0,0,0,0,0
31,8,310,44,0,0,0,0,0
31,13,1548,167,0,0,0,0,0
31,3,1740,147,0,0,0,0,0
31,15,1740,165,0,0,0,0,0
31,10,310,50,0,0,0,0,0
31,7,313,70,0,0,0,0,0
31,6,313,45,0,0,0,0,0
31,12,312,49,0,0,0,0,0
31,11,309,57,0,0,0,0,0
31,18,314,63,0,0,0,0,0
31,17,312,53,0,0,0,0,0
31,19,4930,788,0,0,0,0,0
31,20,314,67,0,0,0,0,0
31,16,319,79,0,0,0,0,0
31,4,314,113,0,0,0,0,0
32,6,313,32,0,0,0,0,0
32,17,1979,134,0,0,0,0,0
32,2,310,39,0,0,0,0,0
32,3,315,46,0,0,0,0,0
32,4,314,47,0,0,0,0,0
32,10,310,48,0,0,0,0,0
32,5,309,56,0,0,0,0,0
32,8,310,57,0,0,0,0,0
32,11,309,37,0,0,0,0,0
32,12,1730,174,0,0,0,0,0
32,13,309,44,0,0,0,0,0
32,15,318,45,0,0,0,0,0
32,20,314,46,0,0,0,0,0
32,1,306,87,0,0,0,0,0
32,7,313,84,0,0,0,0,0
32,14,311,53,0,0,0,0,0
32,19,310,57,0,0,0,0,0
32,9,310,62,0,0,0,0,0
32,18,314,81,0,0,0,0,0
32,16,319,83,0,0,0,0,0
33,1,1958,133,0,0,0,0,0
33,5,309,39,0,0,0,0,0
33,6,313,31,0,0,0,0,0
33,17,2053,184,0,0,0,0,0
33,3,315,65,0,0,0,0,0
33,2,310,67,0,0,0,0,0
33,11,309,33,0,0,0,0,0
33,12,312,37,0,0,0,0,0
33,8,310,40,0,0,0,0,0
33,19,310,39,0,0,0,0,0
33,20,314,36,0,0,0,0,0
33,4,314,50,0,0,0,0,0
33,14,311,44,0,0,0,0,0
33,15,318,54,0,0,0,0,0
33,10,310,56,0,0,0,0,0
33,9,310,68,0,0,0,0,0
33,18,314,61,0,0,0,0,0
33,13,309,63,0,0,0,0,0
33,16,319,77,0,0,0,0,0
33,7,313,81,0,0,0,0,0
34,3,315,41,0,0,0,0,0
34,5,1967,154,0,0,0,0,0
34,4,314,60,0,0,0,0,0
34,6,313,36,0,0,0,0,0
34,1,307,59,0,0,0,0,0
34,8,310,41,0,0,0,0,0
34,14,311,37,0,0,0,0,0
34,2,310,57,0,0,0,0,0
34,7,313,48,0,0,0,0,0
34,12,312,46,0,0,0,0,0
34,11,309,58,0,0,0,0,0
34,20,314,47,0,0,0,0,0
34,16,319,53,0,0,0,0,0
34,15,318,55,0,0,0,0,0
34,19,310,62,0,0,0,0,0
34,18,314,61,0,0,0,0,0
34,17,316,61,0,0,0,0,0
34,10,310,71,0,0,0,0,0
34,13,4694,608,0,0,0,0,0
34,9,310,86,0,0,0,0,0
35,1,307,37,0,0,0,0,0
35,2,310,53,0,0,0,0,0
35,7,313,33,0,0,0,0,0
35,6,313,52,0,0,0,0,0
35,14,311,41,0,0,0,0,0
35,3,315,43,0,0,0,0,0
35,9,310,49,0,0,0,0,0
35,10,310,48,0,0,0,0,0
35,5,308,52,0,0,0,0,0
35,4,314,59,0,0,0,0,0
35,12,312,61,0,0,0,0,0
35,18,314,51,0,0,0,0,0
35,16,319,57,0,0,0,0,0
35,13,312,64,0,0,0,0,0
35,8,310,67,0,0,0,0,0
35,15,318,76,0,0,0,0,0
35,19,310,81,0,0,0,0,0
35,17,316,91,0,0,0,0,0
35,20,314,97,0,0,0,0,0
35,11,309,129,0,0,0,0,0
36,2,310,28,0,0,0,0,0
36,5,308,37,0,0,0,0,0
36,1,307,57,0,0,0,0,0
36,14,311,30,0,0,0,0,0
36,10,310,40,0,0,0,0,0
36,11,309,41,0,0,0,0,0
36,6,313,51,0,0,0,0,0
36,8,310,48,0,0,0,0,0
36,19,310,42,0,0,0,0,0
36,20,314,48,0,0,0,0,0
36,4,314,66,0,0,0,0,0
36,16,319,56,0,0,0,0,0
36,7,313,69,0,0,0,0,0
36,9,310,88,0,0,0,0,0
36,17,316,58,0,0,0,0,0
36,12,312,64,0,0,0,0,0
36,18,314,70,0,0,0,0,0
36,15,318,80,0,0,0,0,0
36,13,312,75,0,0,0,0,0
36,3,315,76,0,0,0,0,0
37,19,1985,168,0,0,0,0,0
37,6,313,32,0,0,0,0,0
37,1,307,61,0,0,0,0,0
37,17,316,30,0,0,0,0,0
37,8,310,61,0,0,0,0,0
37,4,314,66,0,0,0,0,0
37,3,5107,736,0,0,0,0,0
37,18,314,43,0,0,0,0,0
37,14,311,46,0,0,0,0,0
37,2,310,70,0,0,0,0,0
37,10,310,50,0,0,0,0,0
37,9,310,53,0,0,0,0,0
37,11,309,56,0,0,0,0,0
37,12,312,56,0,0,0,0,0
37,15,318,56,0,0,0,0,0
37,13,312,71,0,0,0,0,0
37,5,308,69,0,0,0,0,0
37,20,314,66,0,0,0,0,0
37,7,313,75,0,0,0,0,0
37,16,319,81,0,0,0,0,0
38,7,313,42,0,0,0,0,0
38,6,313,37,0,0,0,0,0
38,2,310,55,0,0,0,0,0
38,1,307,68,0,0,0,0,0
